,PID,Department,Name,ID,Instrument Breakdown Date,Contact Time,Suport Time,Complete Time,Type,Detail,Action,Offline/ Online Support,Suport Persion,Contact Persion,Current Status,Note,Test affected during breakdown (yes/No),Name of the test affected,No of test affected,Image,File,Unnamed: 21
190,2304271226,Hematology - Coagulation,Rida qLine Allergy,Rida,2023-04-26 13:55:00,,2023-04-26 14:00:00,2023-04-26 14:30:00,Maintenance,Prevent Maintenance,Maintenance,Offline,Mr. Quân,BME,Done,Scheduled,0.0,,,,,
191,2304261832,Hematology - Coagulation,Tosoh HLC-723 G11 LA analyzer,HbA1c-02,2023-04-26 12:27:00,,2023-04-26 12:32:00,2023-04-26 13:12:00,Breakdown,"Pipe leaking, drag sensor error",Change pipe and sensor,Offline,Mr. Đạt,BME,Done,Done from 21/4,0.0,,,Form_Images/2304261832Tosoh HLC-723 G11 LA anal_14189497602842954601.Image.113414.jpg,,
192,2304261846,GLP,Centrifuge Module,CM-03,2023-04-26 10:55:00,,2023-04-26 11:00:00,2023-04-26 11:10:00,Breakdown,Car stop on AP,"Take out and manual running samples, align and re initialize AP",,BME,,Done,,0.0,,,,,
193,2304261844,Molecular Biology,Grenova Washer,GNV-01,2023-04-25 12:55:00,,2023-04-25 13:00:00,2023-04-25 13:20:00,Breakdown,Can't accept SD,Using instrument protocol,,BME,,Done,Watch for any miss operation,0.0,,,,,
194,2304261830,Hematology - Coagulation,Minicap Flex Piercing,DD-03,2023-04-24 08:54:00,,2023-04-24 08:59:00,2023-04-24 16:46:00,Breakdown,Continute wash electrophosis head washing,Wash electrophosis head,Offline,Mr. Huy,BME,Done,"One electrophosis head still can't work, Using only one electrophosis head ",0.0,,,Form_Images/2304261830Minicap Flex Piercing- DD-03.Image.113421.jpg,,
195,2304261841,GLP,Cars and Track,CTR,2023-04-24 13:35:00,,2023-04-24 13:40:00,2023-04-24 14:40:00,Maintenance,Prevent Maintenance,Maintenance,,BME,,Done,,0.0,,,,,
196,2304271551,Hematology - Coagulation,Tosoh HLC-723 G11 LA analyzer,HbA1c-02,2023-04-24 08:00:00,,2023-04-24 08:20:00,2023-04-24 12:00:00,Breakdown,Can not load software; drain full error,"Change main board fuse, change pump",Offline,Mr. Đạt,BME,Done,QC pass,0.0,,,,,
197,2305180236,AO,Tempus,Tempus600,2023-04-24 09:36:00,,2023-04-24 10:00:00,2023-04-24 12:00:00,Breakdown,Tube droped,"Tight transfer bell, clean transport pipes",Offline,Mr. Hoàng,BME,Done,,0.0,,,Form_Images/2305180236Tempus600.Image.194120.png,,
198,2304261842,Hematology - Coagulation,Minicap Flex Piercing,DD-03,2023-04-20 16:32:00,,2023-04-21 09:18:00,2023-04-21 16:40:00,Breakdown,Pressure error,"Change valve, wash 1 electrophosis head that stuck",Offline,Mr. Huy,BME,Done,Valve changed; One electrophosis head can't work; stop from 8/3/2023,0.0,,,,,
199,135,GLP,Loader Module,LM-01,2023-04-20 16:55:00,,2023-04-20 17:00:00,2023-04-20 17:30:00,Breakdown,Can not initialize Storage Left,"Open Storage, check sensor and clean, re-initialize",,BME,,Done,,0.0,,,,,
200,133,Bio-Immuno,Alinity I,AI-3,2023-04-20 13:55:00,,2023-04-20 12:00:00,2023-04-20 12:15:00,Breakdown,R1 probe can't aspirate,Change R1 Probe,Online,Mr. Vũ,BME,Done,,0.0,,,,,
201,6,Bio-Immuno,Alinity C,AC-3,2023-04-19 12:55:00,,2023-04-19 13:00:00,2023-04-19 16:00:00,Maintenance,Prevent Maintenance,Maintenance,Offline,Mr. Vũ,BME,Done,Scheduled,0.0,,,,,
202,132,Hematology - Coagulation,Tosoh HLC-723 G11 LA analyzer,HbA1c-02,2023-04-19 12:00:00,,2023-04-19 12:20:00,2023-04-19 14:00:00,Breakdown,Baseline does not stability -> Valve 4 pipe break,fix pipe,Offline,Mr. Bình,BME,Done,Wait to have new pipe to change; Replace on 26/4/2023,1.0,HbA1c,7.0,,,
203,116,AO,Tempus,Tempus600,2023-04-13 17:30:00,,2023-04-13 18:00:00,2023-04-13 19:00:00,Breakdown,Dust on the transfer pipe,"Clean pipe, change rubbers",Offline,"Mr. Hoàng, Mr. Duy",BME,Follow up,,0.0,,,,,
204,114,Bio-Immuno,Alinity C,AC-3,2023-04-13 14:55:00,,2023-04-13 15:00:00,2023-04-13 15:15:00,Breakdown,Change Dry tip,Change Dry tip,,BME,,Done,,0.0,,,,,
205,112,Bio-Immuno,Alinity C,AC-1,2023-04-13 14:55:00,,2023-04-13 15:00:00,2023-04-13 15:10:00,Breakdown,Change Dry tip,Change Dry tip,,BME,,Done,,0.0,,,,,
206,113,Bio-Immuno,Alinity C,AC-2,2023-04-13 14:55:00,,2023-04-13 15:00:00,2023-04-13 15:10:00,Breakdown,Change Dry tip,Change Dry tip,,BME,,Done,,0.0,,,,,
207,2304271548,Hematology - Coagulation,Alinity H-series,Hq-1,2023-04-13 09:00:00,,2023-04-13 09:20:00,2023-04-13 11:00:00,Breakdown,Extended autoclean failure,Clean waste pipe,Offline,Mr. Tới,BME,Done,Run Extended autoclean pass,0.0,,,,,
208,107,GLP,Cars and Track,CTR,2023-04-12 10:55:00,,2023-04-12 11:00:00,2023-04-12 12:00:00,Maintenance,Prevent Maintenance,Maintenance,,BME,,Done,,0.0,,,,,
209,111,AO,Tempus,Tempus600,2023-04-11 17:00:00,,2023-04-11 18:00:00,2023-04-11 19:00:00,Breakdown,Tube out of position -> miss tube,Align tube transfer cover on transfer line,Offline,Mr. Hoàng,BME,Done,1 sample tube out missed -> founded,0.0,,,,,
210,2304271545,Hematology - Coagulation,Alinity H-series,Hq-1,2023-04-11 09:00:00,,2023-04-11 09:30:00,2023-04-11 11:30:00,Breakdown,Purge vaccum buffer tank issue,"Clean Vaccum tube, test vaccum",Offline,Mr. Tới,BME,Done,,0.0,,,,,
211,2304271542,Hematology - Coagulation,Alinity H-series,Hq-1,2023-04-09 10:00:00,,2023-04-09 10:20:00,2023-04-09 11:00:00,Breakdown,Vaccum buffer tank issue,"Check and clean tube and valve, Fit reseating cables",Offline,Mr. Tuấn Anh,BME,Done,,0.0,,,,,
212,110,GLP,Tempus Module,IOM_TIO-02,2023-04-08 09:55:00,,2023-04-08 10:00:00,2023-04-08 10:15:00,Breakdown,Finger stuck with tube,"Take out tube, clean and change Finger",Offline,BME,,Done,,0.0,,,,,
213,105,GLP,Tempus Module,IOM_TIO-01,2023-04-07 16:55:00,,2023-04-07 17:00:00,2023-04-07 17:30:00,Breakdown,Change rubber,Change Break's Rubber,Offline,BME,,Done,,0.0,,,,,
214,106,GLP,Tempus Module,IOM_TIO-02,2023-04-07 16:55:00,,2023-04-07 17:00:00,2023-04-07 17:20:00,Breakdown,Change rubber,Change Break's Rubber,Offline,BME,,Done,,0.0,,,,,
215,8151,Bio-Immuno,Cobas e801 Analytical unit,MD-09,2023-04-07 14:55:00,,2023-04-07 15:00:00,2023-04-07 15:20:00,Breakdown,Connect server,Config server,Online,Mr. Khang,BME,Done,,0.0,,,,,
216,100,Bio-Immuno,Alinity I,AI-4,2023-04-07 13:55:00,,2023-04-07 14:00:00,2023-04-07 14:20:00,Breakdown,Reagent moving stuck,"Check movement, reinitialize module",Online,Mr. Vũ,BME,Done,,0.0,,,,,
217,102,Molecular Biology,ABI 7500,ABI-04,2023-04-07 10:55:00,,2023-04-07 11:00:00,2023-04-07 11:10:00,Breakdown,Adapter crack,Still using,Online,SISC team,BME,Done,Have quotation for change but still can use,1.0,Sars,,,,
218,103,GLP,Cars and Track,CTR,2023-04-06 15:55:00,,2023-04-06 16:00:00,2023-04-06 17:00:00,Breakdown,A lot of stuck,Take out fail Car and fix,,BME,,Done,,0.0,,,,,
219,122,Cyto Lab,FUME HOOD,FH-01,2023-04-04 09:55:00,,2023-04-04 10:00:00,2023-04-06 10:00:00,Maintenance,Prevent Maintenance,Maintenance,Offline,Mr. Thắng,Ms. Hà,Done,Scheduled,0.0,,,,,
220,115,GLP,Recapper Module,RM-01,2023-04-05 12:55:00,,2023-04-05 13:00:00,2023-04-05 15:00:00,Breakdown,"AP can't move correctly, clutch plate broken",Clutch plate aluminium,Offline,Mr. Hoàng,BME,Done,,0.0,,,,,
221,104,GLP,Recapper Module,RM-01,2023-04-04 19:55:00,,2023-04-04 20:00:00,2023-04-04 20:30:00,Breakdown,AP motion fail --> crack Car's pin,Stop using 1 module,Online,BME,Mr. Viễn,Done,Need to fix AP motor connecter,0.0,,,,,
222,98,Molecular Biology,Momentum,MOM,2023-04-04 10:55:00,,2023-04-04 11:00:00,2023-04-04 14:00:00,Breakdown,Create new script for running,Modify and sorting for data processing on software,,BME,,Done,,0.0,,,,,
223,99,GLP,Cars and Track,CTR,2023-04-04 12:55:00,,2023-04-04 13:00:00,2023-04-04 14:00:00,Breakdown,CAR not enough on processing module,Increase CAR limit,,BME,,Done,on TWM,0.0,,,,,
224,97,Molecular Biology,QuantStudio 7 Pro,QS7P-01,2023-04-04 10:55:00,,2023-04-04 11:00:00,2023-04-04 11:20:00,Breakdown,Cover could not be lowered,"Change block, check around of block",,BME,,Follow up,Wait to repair,0.0,,,,,
225,123,Cyto Lab,OVEN,OVEN-01,2023-04-04 09:55:00,,2023-04-04 10:00:00,2023-04-04 10:30:00,Maintenance,Prevent Maintenance,Maintenance,Offline,Mr. Thắng,Ms. Hà,Done,Scheduled,0.0,,,,,
226,87,GLP,Cars and Track,CTR,2023-04-03 13:55:00,,2023-04-03 14:00:00,2023-04-03 15:00:00,Maintenance,Prevent Maintenance,Maintenance,,BME,,Done,,0.0,,,,,
227,93,Hematology - Coagulation,QSmart,QSmart,2023-04-03 08:55:00,,2023-04-03 09:00:00,2023-04-03 11:00:00,Breakdown,Install and run demo,Install and run demo,Offline,Mr. Hiền,Mr. Sơn,Done,"Still not connect to LIS, Have result, need to verify",0.0,,,,,
228,95,Molecular Biology,QuantStudio 7 Pro,QS7P-01,2023-04-03 09:55:00,,2023-04-03 10:00:00,2023-04-03 10:20:00,Breakdown,Cover count not lower,restart machine,Online,Mr. Danh,Mr. Thư,Follow up,After 4 times,0.0,,,,,
229,96,Molecular Biology,QuantStudio 7 Pro,QS7P-02,2023-04-03 08:55:00,,2023-04-03 09:00:00,2023-04-03 09:15:00,Breakdown,Unable to power up,Repower machine,,BME,,Follow up,Wait to repair from Thermo,0.0,,,,,
230,94,Molecular Biology,Agilent Microplate Centrifuge,MC-01,2023-04-03 07:55:00,,2023-04-03 08:00:00,2023-04-03 08:20:00,Breakdown,Can't connect and initially,"Check connecting, teach point and confirm",,BME,,Done,,0.0,,,,,
231,355,Molecular Biology,KingFisher Flex,KFF-01,2023-03-31 15:55:00,,2023-03-31 16:00:00,2023-03-31 17:00:00,Breakdown,The heater can't move; Head movement have noise,Checking,Offline,Mr. Trí,BME,Follow up,"Need to replace Heater motor, Head motor",0.0,,,,,
232,124,Cyto Lab,MICROSCOPY,KHV-01,2023-03-31 13:55:00,,2023-03-31 14:00:00,2023-03-31 14:30:00,Maintenance,Prevent Maintenance,Maintenance,Offline,Mr. Hòa,Ms. Hòa,Done,Scheduled,0.0,,,,,
233,91,Molecular Biology,KingFisher Flex,KFF-01,2023-03-30 12:55:00,,2023-03-30 13:00:00,2023-03-30 19:30:00,Breakdown,The heater can't move,Fix and clean Heater motor,Offline,Mr. Trí,BME,Follow up,Need to prepare Heater motor and Head motor for backup,0.0,,,,,
234,89,ELISA,DAR800,ELISA-02,2023-03-30 13:55:00,,2023-03-30 14:00:00,2023-03-30 15:30:00,Maintenance,Prevent Maintenance,Maintenance,Offline,Mr. Vinh,BME,Done,Scheduled,0.0,,,,,
235,88,ELISA,DAW50,ELISA-01,2023-03-30 13:55:00,,2023-03-30 14:00:00,2023-03-30 15:00:00,Maintenance,Prevent Maintenance,Maintenance,Offline,Mr. Vinh,BME,Done,Scheduled,0.0,,,,,
236,90,ELISA,DAW50TS,ELISA-03,2023-03-30 13:55:00,,2023-03-30 14:00:00,2023-03-30 15:00:00,Maintenance,Prevent Maintenance,Maintenance,Offline,Mr. Vinh,BME,Done,Scheduled,0.0,,,,,
237,119,Microbiology,HeliFan Plus C13,HP-01,2023-03-30 12:55:00,,2023-03-30 13:00:00,2023-03-30 14:00:00,Maintenance,Prevent Maintenance,Maintenance,Offline,Mr. Vinh,BME,Done,Scheduled,0.0,,,,,
238,2304271546,Hematology - Coagulation,Alinity H-series,Hq-2,2023-03-29 22:00:00,,2023-03-29 22:20:00,2023-03-30 12:00:00,Breakdown,Fail calib,Re-calib,Offline,Mr. Tới,BME,Done,QC pass,0.0,,,,,
239,120,Hematology - Coagulation,Alinity H-series,Hq-1,2023-03-29 21:55:00,,2023-03-29 22:00:00,2023-03-30 00:00:00,Maintenance,Prevent Maintenance,"Maintenance, update firmware",Offline,Mr. Tới,BME,Done,Scheduled,0.0,,,,,
240,121,Hematology - Coagulation,Alinity H-series,Hq-2,2023-03-29 21:55:00,,2023-03-29 22:00:00,2023-03-30 00:00:00,Maintenance,Prevent Maintenance,"Maintenance, update firmware",Offline,Mr. Tới,BME,Done,Scheduled,0.0,,,,,
241,2305171617,Bio-Immuno,Immulite,MD-08,2023-03-29 12:30:00,,2023-03-29 13:00:00,2023-03-29 17:00:00,Maintenance,Prevent Maintenance,Maintenance,Offline,Mr. Thụân An,BME,Done,Scheduled,1.0,"AFG: 2, HCG total: 4, Estriol Unconjugated: 2, b-HCG free: 1",9.0,Form_Images/2305171617MD-08.Image.092103.jpg,,
242,86,Microbiology,Urine Cell Analyzer UF-4000,UF-01,2023-03-29 08:00:00,,2023-03-29 12:47:00,2023-03-29 13:55:00,Breakdown,Result fail,Change Solenoid valve 35/36,Offline,Mr. Sơn,Mr. Nguyên,Done,Done on 31/3/2023 2 pm,0.0,,,,,
243,125,Cyto Lab,PATHTEZT PROCESSOR ,PT-01,2023-03-28 07:55:00,,2023-03-28 08:00:00,2023-03-28 18:00:00,Maintenance,Prevent Maintenance,Maintenance,Offline,Mr. Triết,Ms. Hà,Done,Scheduled,0.0,,,,,
244,70,GLP,Tempus Module,IOM_TIO-01,2023-03-28 16:55:00,,2023-03-28 17:00:00,2023-03-28 17:30:00,Breakdown,Change rubber,Change Break's Rubber,Offline,BME,,Done,,0.0,,,,,
245,71,GLP,Tempus Module,IOM_TIO-02,2023-03-28 16:55:00,,2023-03-28 17:00:00,2023-03-28 17:20:00,Breakdown,Change rubber,Change Break's Rubber,Offline,BME,,Done,,0.0,,,,,
246,73,GLP,Recapper Module,RM-01,2023-03-28 13:55:00,,2023-03-28 14:00:00,2023-03-28 14:30:00,Maintenance,Prevent Maintenance,Maintenance,Offline,Mr. Hoàng,BME,Done,Scheduled,0.0,,,,,
247,68,Molecular Biology,Multichannel Pipette (5-50uL),PP-05,2023-03-28 12:55:00,,2023-03-28 13:00:00,2023-03-28 13:30:00,Breakdown,Pippette broken,Fixed,,BME,,Done,,0.0,,,,,
248,67,GLP,Recapper Module,RM-01,2023-03-28 10:55:00,,2023-03-28 11:00:00,2023-03-28 12:20:00,Breakdown,Access point fail,Clean and realign Access Point,Offline,Mr. Hoàng,BME,Done,,0.0,,,,,
249,62,GLP,Storage on SM,STORE-01,2023-03-27 11:55:00,,2023-03-27 12:00:00,2023-03-27 12:30:00,Breakdown,Software not response,Checkin around and reboot,Online,Mr. Hoàng,BME,Done,Avoid repeat,0.0,,,,,
250,65,GLP,Tube Assecssment Module,TAM,2023-03-27 09:55:00,,2023-03-27 10:00:00,2023-03-27 10:20:00,Breakdown,Software not response,"Check around, check log, resolve solution",,BME,,Done,,0.0,,,,,
251,63,GLP,Centrifuge Module,CM-02,2023-03-27 09:55:00,,2023-03-27 10:00:00,2023-03-27 10:10:00,Breakdown,Griper failed,"Check around, take out all samples and put to GLP again to system; Clean and reboot",,BME,,Done,,0.0,,,,,
252,64,GLP,Tosho Connect Module,TOS-01,2023-03-27 08:55:00,,2023-03-27 09:00:00,2023-03-27 09:20:00,Breakdown,Connecting to LIS failed,"Check around, check connection with IT team, check Moxa connect and reconect",Offline,Mr. Thành,BME,Done,Avoid power fail,0.0,,,,,
253,432,GLP,Storage on SM,STORE-01,2023-03-24 16:55:00,,2023-03-24 17:00:00,2023-03-24 23:30:00,Breakdown,Tube error on GLP,Clean data of Kima tube to avoid Tube error on GLP,Offline,Mr. Minh,BME,Done,Clean all data and push back; finish at 11:30 pm,0.0,,,,,
254,58,GLP,Cars and Track,CTR,2023-03-24 14:55:00,,2023-03-24 15:00:00,2023-03-24 16:00:00,Maintenance,Prevent Maintenance,Maintenance,,BME,,Done,,0.0,,,,,
255,59,Bio-Immuno,Alinity C,AC-3,2023-03-23 11:40:00,,2023-03-23 11:45:00,2023-03-23 16:30:00,Maintenance,Prevent Maintenance,Maintenance,Offline,Mr. Vũ,BME,Done,Scheduled,0.0,,,,,
256,60,Bio-Immuno,Alinity I,AI-3,2023-03-23 14:00:00,,2023-03-23 11:45:00,2023-03-23 14:30:00,Maintenance,Prevent Maintenance,Maintenance,Offline,Mr. Vũ,BME,Done,Scheduled,0.0,,,,,
257,61,Bio-Immuno,Alinity I,AI-4,2023-03-23 14:00:00,,2023-03-23 11:45:00,2023-03-23 14:30:00,Maintenance,Prevent Maintenance,Maintenance,Offline,Mr. Vũ,BME,Done,Scheduled,0.0,,,,,
258,117,ELISA,IMMUNOMAT,ELISA-04,2023-03-21 13:55:00,,2023-03-21 14:00:00,2023-03-21 16:00:00,Maintenance,Prevent Maintenance,Maintenance,Offline,Mr. Vinh,BME,Done,Scheduled,0.0,,,,,
259,118,ELISA,IMMUNOMAT,ELISA-05,2023-03-21 13:55:00,,2023-03-21 14:00:00,2023-03-21 16:00:00,Maintenance,Prevent Maintenance,Maintenance,Offline,Mr. Vinh,BME,Done,Scheduled,0.0,,,,,
260,52,GLP,SAL User Interface,LAS-UI3,2023-03-20 17:55:00,,2023-03-20 18:00:00,2023-03-20 19:00:00,Breakdown,The Barcode reader fail,Calibrate Barcode reader,Offline,Mr. Hoàng,BME,Done,,0.0,,,,,
261,74,GLP,SAL User Interface,LAS-UI1,2023-03-20 14:55:00,,2023-03-20 15:00:00,2023-03-20 15:30:00,Maintenance,Prevent Maintenance,Mantenance,Offline,Mr. Hoàng,BME,Done,Scheduled,0.0,,,,,
262,75,GLP,SAL User Interface,LAS-UI2,2023-03-20 14:55:00,,2023-03-20 15:00:00,2023-03-20 15:30:00,Maintenance,Prevent Maintenance,Maintenance,Offline,Mr. Hoàng,BME,Done,Scheduled,0.0,,,,,
263,80,GLP,Loader Module,LM-01,2023-03-20 11:55:00,,2023-03-20 12:00:00,2023-03-20 13:30:00,Maintenance,Prevent Maintenance,Maintenance,Offline,Mr. Hoàng,BME,Done,Scheduled,0.0,,,,,
264,83,GLP,Buffer Module,BM-02,2023-03-20 11:55:00,,2023-03-20 12:00:00,2023-03-20 13:00:00,Maintenance,Prevent Maintenance,Maintenance,Offline,Mr. Hoàng,BME,Done,Scheduled,0.0,,,,,
265,85,GLP,Input/ Output Module,IOM-02,2023-03-20 11:55:00,,2023-03-20 12:00:00,2023-03-20 12:30:00,Maintenance,Prevent Maintenance,Maintenance,Offline,Mr. Hoàng,BME,Done,Scheduled,0.0,,,,,
266,84,GLP,Input/ Output Module,IOM-03,2023-03-20 11:55:00,,2023-03-20 12:00:00,2023-03-20 12:30:00,Maintenance,Prevent Maintenance,Maintenance,Offline,Mr. Hoàng,BME,Done,Scheduled,0.0,,,,,
267,174,GLP,Rack Builder Module,RBM-C8000,2023-03-20 11:55:00,,2023-03-20 12:00:00,2023-03-20 12:30:00,Maintenance,Prevent Maintenance,Maintenane,Offline,Mr. Hoàng,BME,Done,Scheduled,0.0,,,,,
268,79,GLP,Remover Cap Module,REM-01,2023-03-20 11:55:00,,2023-03-20 12:00:00,2023-03-20 12:30:00,Maintenance,Prevent Maintenance,Maintenance,Offline,Mr. Hoàng,BME,Done,Scheduled,0.0,,,,,
269,82,GLP,Storage on SM,STORE-01,2023-03-20 11:55:00,,2023-03-20 12:00:00,2023-03-20 12:30:00,Maintenance,Prevent Maintenance,Maintenance,Offline,Mr. Hoàng,BME,Done,Scheduled,0.0,,,,,
270,81,GLP,Aliquoter Module,AM-01,2023-03-20 10:55:00,,2023-03-20 11:00:00,2023-03-20 11:30:00,Maintenance,Prevent Maintenance,Maintenance,Offline,Mr. Hoàng,BME,Done,Scheduled,0.0,,,,,
271,76,GLP,SAL User Interface,LAS-UI3,2023-03-20 10:55:00,,2023-03-20 11:00:00,2023-03-20 11:30:00,Maintenance,Prevent Maintenance,Maintenance,Offline,Mr. Hoàng,BME,Done,Scheduled,0.0,,,,,
272,51,GLP,Cars and Track,CTR,2023-03-18 10:55:00,,2023-03-18 11:00:00,2023-03-18 12:00:00,Breakdown,Weekly maintenance,Maintenacne,,BME,,Done,,0.0,,,,,
273,53,AO,Tempus,Tempus600,2023-03-17 13:55:00,,2023-03-17 14:00:00,2023-03-17 14:30:00,Maintenance,Prevent Maintenance,Clean Break part and change Rubber,,BME,,Done,,0.0,,,,,
274,50,Bio-Immuno,Immulite,MD-08,2023-03-16 13:55:00,,2023-03-16 14:00:00,2023-03-16 17:00:00,Breakdown,Reagent barcode scanning fail,Check and align Reagent barcode scanner,Offline,Mr. Thuận An,BME,Done,,0.0,,,,,
275,126,GLP,Bulk Loader Module,BLM,2023-03-16 07:55:00,,2023-03-16 08:00:00,2023-03-16 09:00:00,Maintenance,Prevent Maintenance,Maintenance,Offline,Mr. Hoàng,BME,Done,Scheduled,0.0,,,,,
276,2305171622,Bio-Immuno,Immulite,MD-08,2023-03-15 12:00:00,,2023-03-15 13:26:00,2023-03-15 18:30:00,Breakdown,Tube lifter failed,Change tube lifter and adjustment,Offline,Mr. Thụân An,BME,Done,,0.0,,,Form_Images/2305171622MD-08.Image.093112.jpg,,
277,46,Bio-Immuno,Alinity C,AC-3,2023-03-15 16:00:00,,2023-03-15 16:20:00,2023-03-15 16:40:00,Breakdown,Needle's sample bended,Replace Needle's sample,Offline,Mr. Trúc,BME,Done,,0.0,,,,,
278,128,GLP,Tempus Module,IOM_TIO-02,2023-03-15 09:55:00,,2023-03-15 10:00:00,2023-03-15 10:30:00,Maintenance,Prevent Maintenance,Maintenance,Offline,Mr. Hoàng,BME,Done,Scheduled,0.0,,,,,
279,49,Bio-Immuno,Alinity I,AI-1,2023-03-13 16:30:00,,2023-03-13 17:00:00,2023-03-13 18:00:00,Breakdown,Pretreatment path Stuck,"Alignt pretreatment path, test load/unload RV",Offline,Mr. Vũ,BME,Done,,1.0,Vitamin B12: 2; Anti-HBc M: 2,4.0,,,
280,47,Bio-Immuno,Alinity C,AC-2,2023-03-13 14:00:00,,2023-03-13 14:30:00,2023-03-13 14:50:00,Breakdown,Sample's pipettor stuck,Change sample needle,Offline,Mr. Vũ,BME,Done,,0.0,,,,,
281,2305180040,Hematology - Coagulation,Alinity H-series,Hq-1,2023-03-13 08:40:00,,2023-03-13 09:00:00,2023-03-13 09:50:00,Breakdown,Aspiration probe out struction detected; tube bottom detected too soon; WBC temperature out of range,"Change piece valve, reconnect heater cable",Offline,Mr. Thịnh,BME,Done,,0.0,,,Form_Images/2305180040Hq-1.Image.181754.png,,
282,39,GLP,Cars and Track,CTR,2023-03-11 13:55:00,,2023-03-11 14:00:00,2023-03-11 15:00:00,Maintenance,Prevent Maintenance,"Clean all track element, check all database module after upgrade tsm 4.0 (tsb 330-009)",Offline,Mr. Hoàng,BME,Done,Scheduled,0.0,,,,,
283,108,GLP,Stramax Connect Module,STR-01,2023-03-11 11:55:00,,2023-03-11 12:00:00,2023-03-11 13:30:00,Breakdown,AP can't connect ,Change AP board,Offline,Mr. Tới,BME,Done,,0.0,,,,,
284,40,GLP,Cars and Track,CTR,2023-03-11 10:55:00,,2023-03-11 11:00:00,2023-03-11 12:00:00,Maintenance,Prevent Maintenance,Maintenance,,BME,,Done,,0.0,,,,,
285,48,Bio-Immuno,Alinity C,AC-2,2023-03-11 11:00:00,,2023-03-11 11:20:00,2023-03-11 11:45:00,Breakdown,Sample needle bend,align sample needle,Offline,Mr. Vũ,BME,Done,,1.0,SCC: 1; Free PSA: 1; Anti-HBs: 1; Anti-HCVII: 1,4.0,,,
286,109,GLP,Tempus Module,IOM_TIO-02,2023-03-11 09:55:00,,2023-03-11 10:00:00,2023-03-11 10:20:00,Breakdown,Gripper finger stuck with sample tube,"Take out the tube, clean and realign the gripper",Offline,BME,,Done,,0.0,,,,,
287,2305172259,Hematology - Coagulation,Automated Blood typing machine,ABO-01,2023-03-10 10:00:00,,2023-03-10 10:03:00,2023-03-10 11:30:00,Breakdown,Create new test (ABO/Rh),Create and active test,Offline,Mr. Hải,Mr. Sơn,Done,,0.0,,,Form_Images/2305172259ABO-01.Image.160335.png,,
288,66,Microbiology,Urine Cell Analyzer UF-4000,UF-01,2023-03-09 09:53:00,,2023-03-09 13:52:00,2023-03-09 15:15:00,Maintenance,Prevent Maintenance,maintenance,Offline,Mr. Đại,Ms. Hân,Done,Scheduled,0.0,,,,,
289,2304271516,Hematology - Coagulation,Minicap Flex Piercing,DD-03,2023-03-08 09:06:24,,2023-03-08 10:03:00,2023-03-08 16:22:00,Breakdown,Pressure error,"Check valve 8 ports, liquid valve, O-Ring --> valve fail",Offline,Mr. Huy,BME,Done,Cleaned probe; Waiting for change probe,0.0,,,,,
290,54,Hematology - Coagulation,STA R MAX 3,DM-03,2023-03-08 13:47:00,,2023-03-08 13:48:00,2023-03-08 15:53:00,Maintenance,Prevent Maintenance,Maintenance,Offline,Mr.  Việt Anh,Mr. Trung,Done,Scheduled,0.0,,,,,
291,44,GLP,Buffer Module,BM-01,2023-03-08 13:55:00,,2023-03-08 14:00:00,2023-03-08 15:00:00,Maintenance,Prevent Maintenance,clean and check robotic,Offline,Mr. Hoàng,BME,Done,Scheduled,0.0,,,,,
292,43,GLP,Decaper Module Double,DM-01,2023-03-08 13:55:00,,2023-03-08 14:00:00,2023-03-08 14:30:00,Maintenance,Prevent Maintenance,"Clean robotic, track element, check decapper finger and cable",Offline,Mr. Hoàng,BME,Done,Scheduled,0.0,,,,,
293,45,GLP,Tube Assecssment Module,TAM,2023-03-08 13:35:00,,2023-03-08 13:40:00,2023-03-08 14:20:00,Maintenance,Prevent maintenance,"clean, check robotic, check TAC, re-align robotic and tac",Offline,Mr. Hoàng,BME,Done,Scheduled,0.0,,,,,
294,42,GLP,Centrifuge Module,CM-03,2023-03-07 14:55:00,,2023-03-07 15:00:00,2023-03-07 16:00:00,Maintenance,Prevent Maintenance,"clean, check and align robotic",Offline,Mr. Hoàng,BME,Done,Scheduled,0.0,,,,,
295,131,GLP,Tube Assecssment Center,TAC1,2023-03-07 12:55:00,,2023-03-07 13:00:00,2023-03-07 14:30:00,Maintenance,Prevent Maintenance,Maintenance,Offline,Mr. Hoàng,BME,Done,Scheduled,0.0,,,,,
296,41,GLP,Centrifuge Module,CM-01,2023-03-07 12:55:00,,2023-03-07 13:00:00,2023-03-07 14:00:00,Maintenance,Prevent Maintenance,"Clean, check and align robotic",Offline,Mr. Hoàng,BME,Done,Scheduled,0.0,,,,,
297,72,GLP,Centrifuge Module,CM-02,2023-03-07 12:55:00,,2023-03-07 13:00:00,2023-03-07 14:00:00,Maintenance,Prevent Maintenance,"clean, check and align robotic",Offline,Mr. Hoàng,BME,Done,Scheduled,0.0,,,,,
298,37,GLP,Cars and Track,CTR,2023-03-05 11:25:00,,2023-03-05 11:30:00,2023-03-05 12:30:00,Breakdown,CrossSwitch damaged,Replace CrossSwitch,Offline,Mr. Hoàng,BME,Done,,0.0,,,,,
